"point","Nombre Peaje","Ubicación","Sector","Sentido","Poste de Referencia PR","Distancia PR","Telefono Grúa","Telefono Peaje","URL Foto","Categoria I","Categoria II","Categoria III","Categoria IV","Categoria V","Categoria VI","Categoria VII","Categoria VIII","Categoria IX","Categoria E","Categoria EAE","Categoria EC","Categoria EIE","Categoria IE","Categoria IEE","Categoria IEEE","Categoria IEX","Categoria IIA","Categoria IIE","Categoria IIIE","Categoria IVE","Categoria VE","Categoria VIE","Categoria VIIE","Administrador","Código Peaje","Código Tramo","Eje Adicional","Eje Adicional R","Eje Grua","Latitud","Longitud","Responsable","Territorial"
"POINT (-76.32849669799998 3.995509249000065)","RÍO FRÍO","Mediacanoa - Ansermanuevo","Mediacanoa - Roldanillo","Norte – Sur  / Sur - Norte","13","600","Por Definir","3102454252","https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3873.pdf","12,200","13,000","27,900","35,400","39,800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","2302","12,500","12,100","9,100","3.99550925","-76.3284967","INVIAS","25"
"POINT (-75.77560327799995 5.33243849400003)","SAN CLEMENTE","Vía Cauyá - El Palo","Cauyá - La Felisa","Ambos sentidos de circulación","17","150","Por Definir","3102454264","https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3931.pdf","12,200","13,000","27,900","35,400","39,800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","21","2508","12,500","12,100","9,100","5.33243849","-75.77560328","INVIAS","5"
"POINT (-72.99948186899996 6.825634367000021)","LOS CUROS","Aratoca - Bucaramanga","San Gil - Bucaramanga","Aplica en ambos sentidos","53","730","Por Definir","Por Definir","https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3817.pdf","12,100","12,900","33,500","41,500","48,600","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","85","45A07","14,300","14,000","9,800","6.82563437","-72.99948187","INVIAS","22"
"POINT (-73.91282774399997 5.104394194000065)","CASABLANCA","Cogua – Tausa Km 40+000","Bogotá - Ubaté","Sur – Norte // Norte – Sur","40","0","Por Definir","Por Definir","https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3990.pdf","12,100","12,900","33,500","41,500","48,600","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","81","45A04","14,300","14,000","9,800","5.10439419","-73.91282774","INVIAS","12"
"POINT (-73.50115777799994 5.557684876000053)","SÁCHICA","Vía Chiquinquirá Tunja km 42+800 Jurisdicción Sáchica","Sáchica - Tunja","Ambos sentidos de circulación","50","200","Por Definir","3102455356","https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3884.pdf","12,200","13,000","27,900","35,400","39,800","0","0","0","0","0","0","0","0","4,100","0","0","0","0","4,100","0","0","0","0","0","1","113","6008","12,500","12,100","9,100","5.55768488","-73.50115778","INVIAS","4"
"POINT (-73.47761993899996 5.795024657000056)","ARCABUCO","Barbosa - Tunja","Barbosa - Tunja","Ambos sentidos de circulación","27","700","Por Definir","3205221387","https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3896.pdf","12,200","13,000","27,900","35,400","39,800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","116","6209","12,500","12,100","9,100","5.79502466","-73.47761994","INVIAS","4"
"POINT (-72.92125203099994 5.631278507000047)","EL CRUCERO","Via Sogamoso Yopal Km 8+900  Jurisdiccion Sogamoso","Sogamoso - El Crucero","Ambos sentidos de circulación","13","150","Por Definir","3102455402-3134819171","https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3875.pdf","12,200","13,000","27,900","35,400","39,800","0","0","0","0","0","0","0","0","3,200","0","0","0","0","3,500","0","0","0","0","0","1","117","6211","12,500","12,100","9,100","5.63127851","-72.92125203","INVIAS","4"
"POINT (-73.08030866699994 6.617696089000049)","CURITÍ","San Gil - Aratoca","San Gil - Bucaramanga","Ambos sentidos","11","320","Por Definir","Por Definir","https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3986.pdf","12,100","12,900","33,500","41,500","48,600","0","0","0","0","0","0","0","0","9,100","0","0","0","0","0","0","0","0","0","0","1","84","45A07","14,300","14,000","9,800","6.61769609","-73.08030867","INVIAS","22"
"POINT (-73.33328956899999 6.178236419000029)","OIBA","Vía Puente Nacional – San Gil Km 62+950","Puente Nacional - San Gil","NORESTE- SUROCCIDENTE","63","0","Por Definir","Por Definir","https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3839.pdf","12,100","12,900","33,500","41,500","48,600","0","0","0","0","0","0","0","0","1,300","0","0","0","0","1,300","0","0","0","0","0","1","83","45A06","14,300","14,000","9,800","6.17823642","-73.33328957","INVIAS","22"
"POINT (-75.24303962799996 6.1246070980000695)","COCORNÁ","KM 03+100 RUTA 6005 Via Santuario - Puerto Triunfo","El Santuario - Cruce Ruta 45 (Caño Alegre)","Sur – Norte","3","95","(322 384 5814) este número también sirve para solicitar ambulancia","Por Definir","https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3861.pdf","17,900","27,900","24,400","30,300","60,600","86,200","86,200","0","0","0","0","0","0","1,700","0","0","0","0","1,700","1,700","1,700","0","0","0","1","111","6005","0","0","0","6.1246071","-75.24303963","INVIAS","1"
"POINT (-74.61139540599999 5.8725989140000365)","PUERTO TRIUNFO","KM 130+100 RUTA 6005 Autopista  Medellin - Bogota","Santuario - Cruce Ruta 45 (Caño Alegre)","Sur – Norte","130","100","322 384 5814","Por Definir","https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3808.pdf","17,900","27,900","24,400","30,300","60,600","86,200","86,200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","112","6005","0","0","0","5.87259891","-74.61139541","INVIAS","1"
"POINT (-73.74466587899997 5.727864796000063)","SABOYÁ","Vía Ubate Puente Nacional  Km 66+200 Jurisdicción Saboyá","Ubaté - Puente Nacional","Ambos sentidos de circulación","66","500","Por Definir","Por Definir","https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3953.pdf","12,100","12,900","33,500","41,500","48,600","0","0","0","0","0","0","0","0","3,400","0","0","0","0","3,400","0","0","0","0","0","1","82","45A05","14,300","14,000","9,800","5.7278648","-73.74466588","INVÍAS","4"
"POINT (-74.68461734999994 5.20310293600005)","BICENTENARIO","Villeta - Puerto Salgar","Honda - Villeta","Ambos sentido de circulación","7","975","Por Definir","3232059073","https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3847.pdf","13,000","17,000","39,600","48,000","55,700","0","0","0","0","0","0","0","0","6,500","0","0","0","0","8,100","0","0","0","0","0","1","94","5008","12,500","12,100","9,100","5.20310294","-74.68461735","INVIAS","12"
"POINT (-77.42839699999996 1.0645730000000526)","EL PLACER","Nariño - Tangua","Rumichaca - Pasto",,"0","0","Por Definir","Por Definir",,"14,200","17,200","33,600","42,000","45,300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",,"2501","0","0","0","0","0","Por Definir","28"
"POINT (-74.89470399999993 7.63328800000005)","ZARAGOZA","Antioquia - Zaragoza","Autopista Conexión Norte",,"21","310","Por Definir","Por Definir",,"15,900","19,700","19,700","19,700","46,700","58,600","67,500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",,"25AN17","0","0","0","0","0","Por Definir","28"
"POINT (-75.51879912299995 4.44552673000004)","TÚNEL DE LA LÍNEA TOLIMA","Armenia - Ibague","Armenia - La Línea","Un solo sentido","36","10","310 304 3854",,,"12,400","13,900","28,400","36,100","40,800","0","0","0","0","0","0","0","0","2,900","0","0","0","0","2,900","0","0","0","0","0","1","49","4003","12,500","12,100","9,100","4.44552673","-75.51879912","INVIAS","24"
"POINT (-75.58938145199994 4.523457708000024)","TÚNEL DE LA LÍNEA QUINDÍO","Calarcá - Cajamarca","Ibague - Armenia","Un solo sentido","15","550","316 570 34 32",,,"12,400","13,900","28,400","36,100","40,800","0","0","0","0","0","0","0","0","2,900","0","0","0","0","2,900","0","0","0","0","0","1","50","4003","12,500","12,100","9,100","4.52345771","-75.58938145","INVIAS","20"
"POINT (-75.85996286299996 4.793408209000063)","CERRITOS II","Vía Andalucía – Y de Cerritos PR2506 Km 86","La Victoria - Cartago - Cerritos","Sur – Norte","85","867","Por Definir","3128509233 - 3113042754 - 3132158","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","15,200","17,300","42,900","56,100","64,300","0","0","0","0","0","0","0","0","3,300","0","0","0","0","11,200","0","0","0","0","0","1","18","2506","19,200","1,900","13,000","4.79340821","-75.85996286","Concesionaria de Occidente","21"
"POINT (-76.04953244799998 4.665424977000043)","TORO","Mediacanoa - Ansermanuevo","Roldanillo - La Virginia","Sur - Norte // Norte - Sur","106","0","Por Definir","3102454238","https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3872.pdf","12,200","13,000","27,900","35,400","39,800","0","0","0","0","0","0","0","0","3,600","0","0","0","0","4,100","0","0","0","0","0","1","5","2302","12,500","12,100","9,100","4.66542498","-76.04953245","INVIAS","25"
"POINT (-77.28445243599998 1.4254560820000393)","CANO","San Juan de Pasto - Cano","Pasto - Mojarras","Norte – Sur","36","0","Por Definir","Por Definir","https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3862.pdf","14,800","15,800","32,300","42,400","48,900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","2502","14,100","13,800","9,400","1.42545608","-77.28445244","INVIAS","17"
"POINT (-76.85116468499996 2.1889494600000603)","EL BORDO","Kilometro 60+800 Vía Panamericana Mojarras – Popayan","Mojarras - Popayán","Sur – Norte // Norte – Sur","61","300","Por Definir","3112363938 / 2800138","https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3975.pdf","12,400","13,900","28,400","36,100","40,800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","11","2503","12,500","12,100","9,100","2.18894946","-76.85116469","INVIAS","8"
"POINT (-72.48416463899997 7.867456472000072)","LA PARADA","Km. 2 de la Autopista Internacional que comunica a Cúcuta con San Antonio","Cúcuta - Puente Internacional Simón Bolívar","Sentido San Antonio (Venezuela) - Cúcuta","1","792","320 345 2139","3104946611","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","2,700","2,700","2,700","2,700","2,700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","129","7010","2,700","0","2,700","7.86745647","-72.48416464","INVIAS","18"
"POINT (-73.49857233599994 8.231238330000053)","PLATANAL","Km 14 Vía Aguasclaras – Ocaña","Aguaclara - Río de Oro","Sur – Norte Ambos sentidos","14","200","Por Definir","Por Definir","https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3915.pdf","11,800","13,000","27,400","34,800","39,800","0","0","0","0","0","0","0","0","500","0","0","0","0","500","14,200","17,900","20,200","0","0","1","128","7007","12,500","12,100","9,100","8.23123833","-73.49857234","INVIAS","26"
"POINT (-73.26364196699996 7.632819006000034)","RÍO BLANCO","Rio Negro – San Alberto","Río Negro - San Alberto","Norte – Sur","62","960","Por Definir","3124570764","https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3823.pdf","12,400","13,900","28,400","36,100","40,800","0","0","0","0","0","0","0","0","500","0","0","0","0","500","0","0","0","0","0","1","86","45A08","12,500","12,100","9,100","7.55433129","-73.23110812","INVIAS","22"
"POINT (-75.46814039599997 6.830502481000053)","LOS LLANOS","KM 03+450 RUTA 2511 -  vía Medellin - La Costa","Los Llanos - Tarazá","Norte - Sur","3","500","(322 384 5814) este número también sirve para solicitar ambulancia","3102462831","https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3848.pdf","12,400","13,900","28,400","36,100","40,800","0","0","0","0","0","0","0","0","6,500","0","0","0","0","6,900","0","0","0","0","0","1","26","2511","12,500","12,100","9,100","6.83050248","-75.4681404","INVIAS","1"
"POINT (-75.39364303099995 7.589188909000029)","TARAZÁ","KM 01+200 RUTA 2512 -  Via Medellin - La Costa","Tarazá - Caucasia","Sur – Norte","1","300","(322 384 5814) este número también sirve para solicitar ambulancia","3102463888","https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3838.pdf","12,400","13,900","28,400","36,100","40,800","0","0","0","0","0","0","0","0","8,200","0","0","0","0","0","0","0","0","0","0","1","27","2512","12,500","12,100","9,100","7.58918891","-75.39364303","INVIAS","1"
"POINT (-75.48482109599996 8.60485611200005)","CARIMAGUA","Vía Planeta Rica - Sincelejo Km 26 + 300","Planeta Rica - La Ye","Sur – Norte","26","300","Por Definir","3102467110 - 3205221762","https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3821.pdf","17,700","25,300","25,300","25,300","45,900","72,800","84,100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","30","2514","0","0","0","8.60485611","-75.4848211","INVIAS","11"
"POINT (-73.47355214799995 9.431032001000062)","RINCÓN HONDO","Tramo que cubre:Vía Rincón Hondo - Agustín Codazzi","San Roque - La Paz","Aplica en ambos sentidos de circulación","17","600","Por Definir","Por Definir","https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3964.pdf","14,000","14,800","16,000","16,900","18,200","51,900","59,500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","87","4901","0","0","0","9.431032","-73.47355215","INVIAS","9"
"POINT (-73.23863777499997 10.121725825000055)","SAN DIEGO","Tramo que cubre:Vía Aguztín Codazzi - San Diego","San Roque - La Paz","Aplica en ambos sentidos de circulación","105","250",,,"https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3889.pdf","7,000","7,600","8,200","8,800","18,100","21,900","58,900","0","0","0","0","0","0","5,000","0","0","0","0","0","0","0","0","0","0","1","88","4901","0","0","0","10.12172583","-73.23863778","INVIAS","9"
"POINT (-72.97554032499994 10.800015933000054)","SAN JUAN","Ubicación: 61+400Tramo que cubre:Vía La Paz – Distracción","Río Pereira - Buenavista","Aplica en ambos sentido de circulación","61","400","Por Definir","Por Definir","https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3981.pdf","0","14,000","28,500","36,200","40,900","0","0","0","0","0","0","0","0","0","0","0","0","0","3,200","0","0","0","0","0","1","89","4902","9,900","9,700","7,300","10.80001593","-72.97554033","INVIAS","13"
"POINT (-75.57025199999998 5.540526000000057)","SUPIA",,"Autopista Conexión Pacífico 3",,"81","510","Por Definir","Por Definir",,"10,500","11,400","24,200","30,800","34,700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",,"2508","0","0","0","0","0","Por Definir","28"
"POINT (-75.76027799999997 5.105917000000034)","GUAICO",,,,"0","0","Por Definir","Por Definir",,"21,000","26,100","26,100","26,100","61,400","77,500","89,100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","150",,"0","0","0","5.10567543","5.10567543","Por Definir","28"
"POINT (-74.91442599999993 4.958352000000048)","ARMERO","Vía San Gil - Bucaramanga Km 53+730 Jurisdicción Municipio de Piedecuesta","San Gil - Bucaramanga",,"0","0","Por Definir","Por Definir",,"13,700","14,800","15,200","15,800","33,600","45,900","63,500","0","0","0","0","0","0","5,900","0","0","0","0","0","9,300","9,700","0","0","0","2","108","0","0","0","8,000","4.958352","4.958352","Por Definir","28"
"POINT (-75.65746099999996 5.257732000000033)","IRRA",,,,"36","710","Por Definir","Por Definir",,"14,600","18,000","18,000","18,000","42,800","53,700","61,800","0","0","0","0","0","0","6,400","0","0","0","0","7,900","7,900","7,900","5,700","0","0","2","42","2903","0","0","0","5.257732","5.257732","Por Definir","28"
"POINT (-74.83706098999994 10.882175000000075)","GALAPA 02",,,,"11","720","Por Definir","Por Definir",,"8,300","12,300","9,000","15,400","47,600","63,300","70,200","0","0","0","0","0","0","3,300","0","0","0","0","5,300","0","0","0","0","0","2","36","25AT04","0","0","0","10.882175","10.882175","Por Definir","28"
"POINT (-75.28549999999996 4.405747000000076)","COCORA",,,,"0","0","Por Definir","Por Definir",,"14,200","15,500","35,900","47,800","52,800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","151",,"0","0","0","4.405747","4.405747","Por Definir","28"
"POINT (-73.71739199999996 7.083517000000029)","LA LIZAMA","La Lizama","Barrancabermeja -  La Lizama ubicación km 4","Barrancabermeja -  La Lizama (Aplica en ambos sentidos)","4","0","3103910901 - (57) 685 4666","Por Definir",,"16,700","20,400","25,400","32,100","48,700","60,800","70,300","0","0","0","0","0","0","0","0","0","0","0","9,600","6,600","8,300","12,600","0","18,100","2","123","4513","0","0","0","7.08346789","7.08346789","Ruta del Cacao","22"
"POINT (-76.74413653599998 8.210027790000026)","CIRILO","Vía turbo - Necoclí","Vía Turbo - Necoclí","Norte - Sur. Sur - Norte","18","70","3105553979 // #979","3105553979 // #979",,"12,100","13,500","13,500","13,500","27,500","35,400","39,700","0","0","0","0","0","0","4,700","0","0","0","0","6,900","0","0","0","0","0","2","134","9001","0","0","0","8.21002779","8.21002779","Concesión Autopistas Urabá","1"
"POINT (-74.89825118699997 10.934382276000065)","JUAN MINA","Vía La Cordialidad - Galapa","Vía Juan Mina - Las Hermanas","Norte - Sur. Sur - Norte","24,200","0","311 4803629","018000977330",,"8,300","12,300","9,000","15,400","47,600","63,300","70,200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","37","25AT04","0","0","0","10.93438228","10.93438228","Concesión Costera Barranquilla - Cartagena","2"
"POINT (-73.93608399999994 4.841656000000057)","SOPÓ","El Salitre - Sopó","Meusa","Sur - Norte","2","0","310 2399451 - #765","313 4609939",,"12,300","19,200","32,200","47,400","64,600","65,300","0","0","0","0","0","0","0","2,200","0","0","0","6,000","11,500","0","0","0","0","0","2","100","50 CN 03","8,700","8,400","6,400","4.84165564","4.84165564","PERIMETRAL ORIENTAL DE BOGOTÁ S.A.S","12"
"POINT (-74.63972599999994 5.458545000000072)","BRISAS","Vía Mediacanoa - Ansermanuevo Km 13","Mediacanoa - Ansermanuevo","(Aplica en ambos sentidos)","7","0","3219738507","3219738507",,"6,400","20,500","28,000","37,400","53,200","85,600","97,900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","63","4510","0","0","8,500","5.42592912","5.42592912","Concesión Alto Magdalena SAS","28"
"POINT (-73.18861159799997 7.103127117000042)","LEBRIJA","Vía Fortuna - Bucaramanga Km 65+500 Jurisdicción del municipuio de Lebrija","Lebrija - Palenque","Sur - Norte","64","362","Por Definir","3188884392",,"7,200","8,200","19,600","26,000","29,800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","125","6602","0","0","0","7.10312712","7.10312712","FINDETER","22"
"POINT (-73.14940377699997 7.243267526000068)","RÍONEGRO","Vía Bucaramanga - Rionegro Km 13","La cemento - Rionegro","Norte - Sur","13","100","Por Definir","6569259",,"7,200","8,200","19,600","26,000","29,800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","157","45A08","0","0","0","7.24326753","7.24326753","FINDETER","22"
"POINT (-75.71659899999997 8.709985000000074)","SAN CARLOS","Vía Montería - San Carlos ubicado sobre el Km -  9+700","Monteria - San Carlos","Aplica en ambos sentidos","9","300","3216177100","Por Definir",,"15,800","23,200","23,200","23,200","24,700","36,000","36,100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","73","3306","0","0","0","8.77265979","8.77265979","Concesión Ruta al Mar","11"
"POINT (-74.79731899999996 4.56443500000006)","GUATAQUÍ","Km 3 Ruta 45","Tramo que cubre la via Guataquí - Cambao - Honda","Aplica en ambos sentidos","3","0","3219738507","3219738507",,"12,800","17,800","24,400","32,600","46,100","74,600","85,200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","69","4508","0","0","0","4.56338247","4.56338247","Concesión Alto Magdalena","12"
"POINT (-76.38109099999997 3.6438960000000407)","ROZO","Vía Palmaseca - Cerrito Km 17","Palmaseca - El Cerrito","Norte – Sur","0","0","Por Definir","Por Definir","https://hermes.invias.gov.co/recursos/Fichas%20Peajes/6004.pdf","11,000","13,300","35,300","46,000","53,000","0","0","0","0","0","0","7,100","4,600","5,000","0","0","0","0","0","0","0","0","0","0","2","17","2505B","10,700","21,200","6,600","3.64385221","3.64385221",,"25"
"POINT (-76.46004499999998 3.1512760000000526)","VILLARICA","Kilometro 91 Vía Panamericana Jurisdicción del Municipio de Villa Rica","Popayán - Jamundí","Sur – Norte // Norte – Sur","89","1,314","Por Definir","Por Definir","https://hermes.invias.gov.co/recursos/Fichas%20Peajes/5607.pdf","11,000","13,300","35,300","46,000","53,000","0","0","0","0","0","0","7,100","4,600","5,000","0","0","0","0","5,900","0","0","0","0","0","2","12","2504","10,700","21,200","6,600","3.15123308","3.15123308",,"8"
"POINT (-76.41132199999998 3.7599120000000426)","MEDIACANOA","Vía Cali – Mediacanoa Km 36+600","Yumbo - Mediacanoa","Sur - Norte // Norte - Sur","51","848","Por Definir","Por Definir","https://hermes.invias.gov.co/recursos/Fichas%20Peajes/5606.pdf","11,000","13,300","35,300","46,000","53,000","0","0","0","0","0","0","7,100","4,100","0","0","0","0","0","0","0","0","0","0","0","2","3","2301","10,700","21,200","6,600","3.75998593","3.75998593","CONCESION ANI","25"
"POINT (-76.31917999999996 3.7130220000000236)","CERRITO","Vía Cali - Andalucia Km 43+200","Cali - Palmira - Buga","Sur - Norte // Norte - Sur","44","893","Por Definir","Por Definir","https://hermes.invias.gov.co/recursos/Fichas%20Peajes/5605.pdf","11,000","13,300","35,300","46,000","53,000","0","0","0","0","0","0","7,100","0","0","0","0","0","0","0","0","0","0","0","0","2","16","2505","10,700","21,200","6,600","3.71309616","3.71309616","CONCESION ANI","25"
